1526893256.561 58259.375655 15081.548
1526893257.561 58259.375666 15081.543
1526893258.561 58259.375678 15081.543
1526893259.561 58259.375689 15081.514
1526893260.561 58259.375701 15081.557
1526893261.561 58259.375713 15081.543
1526893262.561 58259.375724 15081.472
1526893288.565 58259.376025 15081.552
1526893289.565 58259.376037 15081.481
1526893290.565 58259.376048 15081.424
1526893291.565 58259.376060 15081.525
1526893292.565 58259.376071 15081.482
1526893293.565 58259.376083 15081.539
1526893294.565 58259.376095 15081.554
1526893295.565 58259.376106 15081.454
1526893296.565 58259.376118 15081.568
1526893297.565 58259.376129 15081.497
1526893298.565 58259.376141 15081.554
1526893299.565 58259.376152 15081.568
1526893300.565 58259.376164 15081.526
1526893301.565 58259.376176 15081.526
1526893302.565 58259.376187 15081.512
1526893303.569 58259.376199 15081.512
1526893304.569 58259.376210 15081.511
1526893305.569 58259.376222 15081.526
1526893306.569 58259.376233 15081.540
1526893307.569 58259.376245 15081.513
1526893308.569 58259.376257 15081.555
1526893309.569 58259.376268 15081.541
1526893310.569 58259.376280 15081.556
1526893311.569 58259.376291 15081.513
1526893312.569 58259.376303 15081.527
1526893313.569 58259.376314 15081.499
1526893314.569 58259.376326 15081.528
1526893315.569 58259.376338 15081.456
1526893345.573 58259.376685 15081.548
1526893346.573 58259.376696 15081.529
1526893347.573 58259.376708 15081.529
1526893348.573 58259.376720 15081.530
1526893349.573 58259.376731 15081.558
1526893350.573 58259.376743 15081.571
1526893351.573 58259.376754 15081.543
1526893352.573 58259.376766 15081.571
1526893364.573 58259.376905 15081.520
1526893365.573 58259.376916 15081.585
1526893366.573 58259.376928 15081.529
1526893367.573 58259.376940 15081.543
1526893368.573 58259.376951 15081.515
1526893369.573 58259.376963 15081.529
1526893370.573 58259.376974 15081.557
1526893371.577 58259.376986 15081.572
1526893372.577 58259.376997 15081.457
1526893373.577 58259.377009 15081.501
1526893374.577 58259.377021 15081.570
1526893375.577 58259.377032 15081.585
1526893376.577 58259.377044 15081.556
1526893377.577 58259.377055 15081.528
1526893378.577 58259.377067 15081.557
1526895448.949 58259.401030 15081.534
1526895449.949 58259.401041 15081.486
1526895450.949 58259.401053 15081.543
1526895451.949 58259.401064 15081.500
1526895452.949 58259.401076 15081.515
1526895453.949 58259.401087 15081.515
1526895454.949 58259.401099 15081.473
1526895455.949 58259.401111 15081.502
1526895456.949 58259.401122 15081.530
1526895457.949 58259.401134 15081.515
1526895458.949 58259.401145 15081.530
1526895459.949 58259.401157 15081.487
1526895460.949 58259.401168 15081.587
1526895461.949 58259.401180 15081.515
1526895462.949 58259.401192 15081.529
1526895463.949 58259.401203 15081.515
1526895464.949 58259.401215 15081.543
1526895465.949 58259.401226 15081.459
1526895466.949 58259.401238 15081.487
1526895467.949 58259.401249 15081.515
1526895468.949 58259.401261 15081.544
1526895469.949 58259.401273 15081.515
1526895470.949 58259.401284 15081.572
1526895471.949 58259.401296 15081.571
1526895472.953 58259.401307 15081.544
1526895473.953 58259.401319 15081.542
1526895474.953 58259.401330 15081.529
1526895475.953 58259.401342 15081.472
1526895541.961 58259.402106 15081.505
1526895542.961 58259.402118 15081.542
1526895543.961 58259.402129 15081.513
1526895544.961 58259.402141 15081.443
1526895545.961 58259.402152 15081.442
1526895546.961 58259.402164 15081.487
1526895547.961 58259.402175 15081.514
1526895548.961 58259.402187 15081.515
1526895549.961 58259.402199 15081.443
1526895550.965 58259.402210 15081.529
1526895611.973 58259.402916 15081.480
1526902403.009 58259.481516 15081.526
1526902404.009 58259.481528 15081.519
1526902405.009 58259.481539 15081.518
1526902406.009 58259.481551 15081.591
1526902407.009 58259.481563 15081.418
1526902408.009 58259.481574 15081.491
1526902409.009 58259.481586 15081.519
1526902410.009 58259.481597 15081.591
1526902411.009 58259.481609 15081.462
1526902412.009 58259.481620 15081.505
1526902467.021 58259.482257 15081.488
1526902468.021 58259.482269 15081.547
1526902469.021 58259.482280 15081.504
1526902470.021 58259.482292 15081.560
1526902471.021 58259.482303 15081.546
1526902472.021 58259.482315 15081.517
1526902473.021 58259.482327 15081.503
1526902474.021 58259.482338 15081.560
1526902475.021 58259.482350 15081.503
1526902476.021 58259.482361 15081.545
1526902477.021 58259.482373 15081.460
1526902478.021 58259.482385 15081.532
1526902479.021 58259.482396 15081.545
1526902480.021 58259.482408 15081.488
1526902481.021 58259.482419 15081.488
1526902482.021 58259.482431 15081.573
1526902483.021 58259.482442 15081.516
1526902484.021 58259.482454 15081.573
1526902485.021 58259.482466 15081.544
1526902486.021 58259.482477 15081.572
1526902487.021 58259.482489 15081.501
1526902488.021 58259.482500 15081.544
1526902489.021 58259.482512 15081.529
1526902490.021 58259.482523 15081.516
1526902491.025 58259.482535 15081.529
1526902492.025 58259.482547 15081.572
1526902493.025 58259.482558 15081.487
1526902494.025 58259.482570 15081.515
1526902547.033 58259.483183 15081.509
1526902548.033 58259.483195 15081.509
1526902549.033 58259.483206 15081.480
1526902550.033 58259.483218 15081.538
1526902551.033 58259.483230 15081.509
1526902552.033 58259.483241 15081.509
1526902553.033 58259.483253 15081.552
1526902554.033 58259.483264 15081.581
1526902555.033 58259.483276 15081.538
1526902556.033 58259.483287 15081.567
1526902557.033 58259.483299 15081.581
1526902558.033 58259.483311 15081.510
1526902559.033 58259.483322 15081.481
1526902560.033 58259.483334 15081.553
1526902561.033 58259.483345 15081.467
1526902562.033 58259.483357 15081.567
1526902563.033 58259.483368 15081.538
1526902564.033 58259.483380 15081.581
1526902565.033 58259.483392 15081.482
1526902566.033 58259.483403 15081.525
1526902567.033 58259.483415 15081.496
1526902568.033 58259.483426 15081.553
1526902569.033 58259.483438 15081.511
1526902570.037 58259.483450 15081.469
1526902571.037 58259.483461 15081.540
1526902572.037 58259.483473 15081.554
1526902573.037 58259.483484 15081.540
1526902574.037 58259.483496 15081.540
1526902646.045 58259.484329 15081.580
1526902647.045 58259.484341 15081.551
1526902648.045 58259.484352 15081.523
1526902649.049 58259.484364 15081.523
1526902650.049 58259.484376 15081.566
1526902651.049 58259.484387 15081.509
1526902652.049 58259.484399 15081.595
1526902653.049 58259.484410 15081.495
1526902654.049 58259.484422 15081.509
1526902655.049 58259.484433 15081.538
1526902656.049 58259.484445 15081.567
1526902657.049 58259.484457 15081.495
1526902658.049 58259.484468 15081.581
1526902659.049 58259.484480 15081.452
1526902660.049 58259.484491 15081.524
1526902661.049 58259.484503 15081.481
1526902662.049 58259.484514 15081.539
1526902663.049 58259.484526 15081.525
1526902664.049 58259.484538 15081.510
1526902665.049 58259.484549 15081.524
1526902927.089 58259.487582 15081.506
1526902928.089 58259.487594 15081.529
1526902929.089 58259.487605 15081.486
1526902930.089 58259.487617 15081.528
1526902931.089 58259.487628 15081.542
1526902932.089 58259.487640 15081.527
1526902933.089 58259.487651 15081.541
