1526891849.397 58259.359368 53.747
1526891946.409 58259.360491 53.748
1526892077.425 58259.362007 53.733
1526892756.505 58259.369867 53.747
1526892812.509 58259.370515 53.718
1526892980.529 58259.372460 53.720
1526893119.545 58259.374069 53.748
1526893256.561 58259.375655 53.705
1526893257.561 58259.375666 53.757
1526893258.561 58259.375678 53.714
1526893259.561 58259.375689 53.729
1526893260.561 58259.375701 53.714
1526893261.561 58259.375713 53.757
1526893262.561 58259.375724 53.700
1526893288.565 58259.376025 53.707
1526893289.565 58259.376037 53.723
1526893290.565 58259.376048 53.666
1526893291.565 58259.376060 53.738
1526893292.565 58259.376071 53.710
1526893293.565 58259.376083 53.752
1526893294.565 58259.376095 53.695
1526893295.565 58259.376106 53.710
1526893296.565 58259.376118 53.724
1526893297.565 58259.376129 53.739
1526893298.565 58259.376141 53.725
1526893299.565 58259.376152 53.767
1526893300.565 58259.376164 53.711
1526893301.565 58259.376176 53.711
1526893302.565 58259.376187 53.725
1526893303.569 58259.376199 53.725
1526893304.569 58259.376210 53.711
1526893305.569 58259.376222 53.753
1526893306.569 58259.376233 53.697
1526893307.569 58259.376245 53.727
1526893308.569 58259.376257 53.712
1526893309.569 58259.376268 53.769
1526893310.569 58259.376280 53.726
1526893311.569 58259.376291 53.755
1526893312.569 58259.376303 53.712
1526893313.569 58259.376314 53.713
1526893314.569 58259.376326 53.727
1526893315.569 58259.376338 53.713
1526893345.573 58259.376685 53.777
1526893346.573 58259.376696 53.729
1526893347.573 58259.376708 53.757
1526893348.573 58259.376720 53.730
1526893349.573 58259.376731 53.758
1526893350.573 58259.376743 53.714
1526893351.573 58259.376754 53.757
1526893352.573 58259.376766 53.728
1526893364.573 58259.376905 53.720
1526893365.573 58259.376916 53.771
1526893366.573 58259.376928 53.730
1526893367.573 58259.376940 53.757
1526893368.573 58259.376951 53.700
1526893369.573 58259.376963 53.758
1526893370.573 58259.376974 53.729
1526893371.577 58259.376986 53.757
1526893372.577 58259.376997 53.715
1526893373.577 58259.377009 53.729
1526893374.577 58259.377021 53.756
1526893375.577 58259.377032 53.785
1526893376.577 58259.377044 53.727
1526893377.577 58259.377055 53.742
1526893378.577 58259.377067 53.728
1526895448.949 58259.401030 53.734
1526895449.949 58259.401041 53.700
1526895450.949 58259.401053 53.743
1526895451.949 58259.401064 53.714
1526895452.949 58259.401076 53.730
1526895453.949 58259.401087 53.744
1526895454.949 58259.401099 53.730
1526895455.949 58259.401111 53.731
1526895456.949 58259.401122 53.730
1526895457.949 58259.401134 53.758
1526895458.949 58259.401145 53.745
1526895459.949 58259.401157 53.701
1526895460.949 58259.401168 53.758
1526895461.949 58259.401180 53.758
1526895462.949 58259.401192 53.744
1526895463.949 58259.401203 53.729
1526895464.949 58259.401215 53.744
1526895465.949 58259.401226 53.731
1526895466.949 58259.401238 53.745
1526895467.949 58259.401249 53.758
1526895468.949 58259.401261 53.745
1526895469.949 58259.401273 53.730
1526895470.949 58259.401284 53.772
1526895471.949 58259.401296 53.785
1526895472.953 58259.401307 53.744
1526895473.953 58259.401319 53.756
1526895474.953 58259.401330 53.729
1526895475.953 58259.401342 53.729
1526895541.961 58259.402106 53.748
1526895542.961 58259.402118 53.742
1526895543.961 58259.402129 53.728
1526895544.961 58259.402141 53.729
1526895545.961 58259.402152 53.714
1526895546.961 58259.402164 53.744
1526895547.961 58259.402175 53.728
1526895548.961 58259.402187 53.744
1526895549.961 58259.402199 53.715
1526895550.965 58259.402210 53.744
1526895551.965 58259.402222 53.757
1526895611.973 58259.402916 53.721
1526902403.009 58259.481516 53.723
1526902404.009 58259.481528 53.730
1526902405.009 58259.481539 53.715
1526902406.009 58259.481551 53.744
1526902407.009 58259.481563 53.688
1526902408.009 58259.481574 53.717
1526902409.009 58259.481586 53.716
1526902410.009 58259.481597 53.759
1526902411.009 58259.481609 53.688
1526902412.009 58259.481620 53.717
1526902467.021 58259.482257 53.718
1526902468.021 58259.482269 53.735
1526902469.021 58259.482280 53.691
1526902470.021 58259.482292 53.762
1526902471.021 58259.482303 53.747
1526902472.021 58259.482315 53.733
1526902473.021 58259.482327 53.732
1526902474.021 58259.482338 53.746
1526902475.021 58259.482350 53.703
1526902476.021 58259.482361 53.703
1526902477.021 58259.482373 53.689
1526902478.021 58259.482385 53.733
1526902479.021 58259.482396 53.731
1526902480.021 58259.482408 53.703
1526902481.021 58259.482419 53.703
1526902482.021 58259.482431 53.745
1526902483.021 58259.482442 53.731
1526902484.021 58259.482454 53.731
1526902485.021 58259.482466 53.730
1526902486.021 58259.482477 53.729
1526902487.021 58259.482489 53.715
1526902488.021 58259.482500 53.730
1526902489.021 58259.482512 53.729
1526902490.021 58259.482523 53.730
1526902491.025 58259.482535 53.729
1526902492.025 58259.482547 53.729
1526902493.025 58259.482558 53.687
1526902494.025 58259.482570 53.730
1526902547.033 58259.483183 53.721
1526902548.033 58259.483195 53.750
1526902549.033 58259.483206 53.722
1526902550.033 58259.483218 53.722
1526902551.033 58259.483230 53.693
1526902552.033 58259.483241 53.707
1526902553.033 58259.483253 53.737
1526902554.033 58259.483264 53.751
1526902555.033 58259.483276 53.751
1526902556.033 58259.483287 53.723
1526902557.033 58259.483299 53.736
1526902558.033 58259.483311 53.723
1526902559.033 58259.483322 53.709
1526902560.033 58259.483334 53.708
1526902561.033 58259.483345 53.680
1526902562.033 58259.483357 53.723
1526902563.033 58259.483368 53.737
1526902564.033 58259.483380 53.766
1526902565.033 58259.483392 53.695
1526902566.033 58259.483403 53.724
1526902567.033 58259.483415 53.724
1526902568.033 58259.483426 53.752
1526902569.033 58259.483438 53.738
1526902570.037 58259.483450 53.725
1526902571.037 58259.483461 53.754
1526902572.037 58259.483473 53.710
1526902573.037 58259.483484 53.739
1526902574.037 58259.483496 53.725
1526902646.045 58259.484329 53.750
1526902647.045 58259.484341 53.735
1526902648.045 58259.484352 53.722
1526902649.049 58259.484364 53.736
1526902650.049 58259.484376 53.736
1526902651.049 58259.484387 53.722
1526902652.049 58259.484399 53.764
1526902653.049 58259.484410 53.708
1526902654.049 58259.484422 53.708
1526902655.049 58259.484433 53.736
1526902656.049 58259.484445 53.722
1526902657.049 58259.484457 53.707
1526902658.049 58259.484468 53.722
1526902659.049 58259.484480 53.707
1526902660.049 58259.484491 53.722
1526902661.049 58259.484503 53.694
1526902662.049 58259.484514 53.723
1526902663.049 58259.484526 53.723
1526902664.049 58259.484538 53.709
1526902665.049 58259.484549 53.738
1526902927.089 58259.487582 53.720
1526902928.089 58259.487594 53.729
1526902929.089 58259.487605 53.686
1526902930.089 58259.487617 53.728
1526902931.089 58259.487628 53.741
1526902932.089 58259.487640 53.727
1526902933.089 58259.487651 53.741
1526902934.089 58259.487663 53.726
1526902935.089 58259.487675 53.741
1526902936.089 58259.487686 53.727
1526902937.093 58259.487698 53.740
1526902938.093 58259.487709 53.726
1526902939.093 58259.487721 53.712
1526902940.093 58259.487733 53.712
1526902941.093 58259.487744 53.698
1526902942.093 58259.487756 53.727
1526902943.093 58259.487767 53.726
1526902944.093 58259.487779 53.712
1526903040.105 58259.488890 53.721
1526903041.105 58259.488902 53.736
1526903042.109 58259.488913 53.722
1526903043.109 58259.488925 53.708
1526903044.109 58259.488936 53.738
1526903045.109 58259.488948 53.709
1526903046.109 58259.488960 53.737
1526903047.109 58259.488971 53.737
1526903048.109 58259.488983 53.751
1526903049.109 58259.488994 53.723
1526903050.109 58259.489006 53.724
1526903051.109 58259.489017 53.752
1526903052.109 58259.489029 53.724
1526903053.109 58259.489041 53.695
1526903054.109 58259.489052 53.724
1526903055.109 58259.489064 53.709
1526903056.109 58259.489075 53.767
1526903057.109 58259.489087 53.724
1526903121.121 58259.489828 53.721
1526903122.121 58259.489839 53.721
1526903123.121 58259.489851 53.694
1526903124.121 58259.489863 53.722
1526903125.121 58259.489874 53.709
1526903126.121 58259.489886 53.724
1526903127.121 58259.489897 53.709
1526903128.121 58259.489909 53.723
1526903129.121 58259.489920 53.737
1526903130.121 58259.489932 53.766
1526903145.121 58259.490106 53.709
1526903146.121 58259.490117 53.743
1526903147.125 58259.490129 53.687
1526903148.125 58259.490140 53.716
1526903149.125 58259.490152 53.731
1526903150.125 58259.490163 53.716
1526903151.125 58259.490175 53.703
1526903152.125 58259.490187 53.718
1526903153.125 58259.490198 53.733
1526903154.125 58259.490210 53.719
1526903155.125 58259.490221 53.718
1526903156.125 58259.490233 53.718
1526903157.125 58259.490245 53.747
1526903158.125 58259.490256 53.704
1526903159.125 58259.490268 53.747
1526903160.125 58259.490279 53.704
1526903161.125 58259.490291 53.734
1526903162.125 58259.490302 53.734
1526903163.125 58259.490314 53.719
1526903164.125 58259.490326 53.721
1526903165.125 58259.490337 53.734
1526903166.125 58259.490349 53.721
1526903167.125 58259.490360 53.707
1526903168.125 58259.490372 53.723
1526903169.125 58259.490383 53.694
1526903170.125 58259.490395 53.694
1526903171.125 58259.490407 53.752
